,BAC,BAC,BAC,BAC,BAC,C,C,C,C,C,GS,GS,GS,GS,GS,JPM,JPM,JPM,JPM,JPM,MS,MS,MS,MS,MS,WFC,WFC,WFC,WFC,WFC
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-03,23.041999999999998,23.089000000000002,22.826,22.873,56642699,64.181,64.431,63.323,63.435,22484849,214.33,215.06,212.42,212.44,2220626,85.91799999999999,86.318,85.48899999999999,85.73299999999999,11946309,44.013000000000005,44.302,43.891999999999996,44.032,6954257,48.125,48.271,47.983999999999995,48.036,21536033
2017-08-02,22.939,23.079,22.771,23.079,58914003,64.47800000000001,64.551,63.782,64.337,20601495,214.72,215.99,213.91,214.6,1964483,86.073,86.39200000000001,85.738,86.29799999999999,10958379,43.922,44.218,43.626000000000005,44.097,6452148,48.163000000000004,48.541000000000004,48.082,48.233000000000004,21576254
2017-08-01,22.798000000000002,22.987,22.78,22.949,56140141,64.033,64.523,63.718,64.50399999999999,24787818,215.37,216.82,215.05,215.3,3148314,85.72399999999999,86.32799999999999,85.529,86.226,13496655,44.023,44.283,43.841,43.985,6793785,48.431000000000004,48.575,48.092,48.297,21646464
2017-07-31,22.64,22.807,22.61,22.64,66322538,62.902,63.625,62.577,63.43899999999999,24877703,212.4,213.86,211.53,213.7,2106819,84.81700000000001,85.604,84.807,85.086,12421980,43.733999999999995,43.93,43.418,43.696999999999996,7260533,47.708,48.422,47.69,48.173,22816094
2017-07-28,22.572,22.723000000000003,22.489,22.554000000000002,52750345,62.486000000000004,62.809,62.093999999999994,62.495,14679041,210.36,212.12,209.46,212.07,2618187,84.762,85.038,84.255,84.604,10089769,43.772,43.976000000000006,43.283,43.474,8543055,48.493,48.733000000000004,47.493,47.601000000000006,36490549
2017-07-27,22.771,22.949,22.558000000000003,22.63,66375199,63.023999999999994,63.685,62.427,62.65,24435018,210.41,211.2,209.05,210.07,2965440,85.11399999999999,85.32600000000001,84.492,84.853,13297470,43.922,44.343999999999994,43.446000000000005,43.875,10113476,48.993,49.083999999999996,48.575,48.858000000000004,19430151
2017-07-26,23.155,23.155,22.653000000000002,22.723000000000003,69859639,63.458,63.801,62.82899999999999,63.004,20732383,210.98,212.19,210.44,210.78,2944125,86.288,86.37200000000001,84.973,85.205,12742431,44.225,44.346000000000004,43.669,43.753,9740931,49.403999999999996,49.413999999999994,48.949,49.038000000000004,22027549
2017-07-25,22.761,23.155,22.750999999999998,22.976999999999997,91695127,62.957,63.412,62.845,63.05,33265756,208.97,211.36,208.83,210.17,3699712,85.61399999999999,86.679,85.52,86.01100000000001,17742578,43.772,44.522,43.772,44.123999999999995,12824204,49.118,49.479,49.038000000000004,49.174,23873539
2017-07-24,22.284000000000002,22.554000000000002,22.269000000000002,22.441,54721483,61.095,61.567,61.085,61.262,16020034,207.64,208.39,206.76,206.93,3337574,84.305,84.84299999999999,84.259,84.604,11565248,43.096000000000004,43.53,43.056999999999995,43.291000000000004,8031795,48.315,48.591,48.261,48.467,20703241
2017-07-21,22.375,22.489,22.206,22.337,70152773,61.262,61.576,61.067,61.17,15186980,210.46,210.84,207.79,208.83,3633782,84.4,84.677,83.899,84.243,11836538,42.742,43.361999999999995,42.722,43.177,9413161,48.608000000000004,48.781000000000006,48.315,48.376999999999995,19457674
2017-07-20,22.545,22.636999999999997,22.365,22.47,66681559,61.742,62.132,61.474,61.501000000000005,15122575,211.49,213.17,210.2,210.83,3680937,84.48200000000001,85.012,84.25200000000001,84.529,12469044,42.957,43.733999999999995,42.957,43.104,11463154,49.083999999999996,49.395,48.833,49.011,16906327
2017-07-19,22.572,22.713,22.346,22.581999999999997,78947468,62.233000000000004,62.427,61.632,61.818000000000005,13677276,211.4,212.65,210.26,211.36,5147978,84.65700000000001,84.91799999999999,84.346,84.529,12561576,43.511,43.559,42.614,43.205,18958064,48.941,49.306000000000004,48.842,49.067,13819895
2017-07-18,22.441,22.581999999999997,22.159000000000002,22.432,114992242,61.576,62.188,61.373000000000005,61.993,17224307,215.77,218.48,211.25,211.79,6744959,83.834,84.882,83.714,84.40799999999999,15877086,41.64,41.934,41.418,41.835,10343284,48.501999999999995,49.047,48.431000000000004,48.941,15229301
2017-07-17,22.730999999999998,22.730999999999998,22.461,22.545,86581944,61.871,62.188,61.558,61.938,18878933,216.92,217.79,215.48,217.43,2684511,85.104,85.26100000000001,84.57600000000001,84.705,15459584,41.843999999999994,42.196999999999996,41.64,42.011,5464172,49.03,49.1,48.618,48.858000000000004,16714274
2017-07-14,22.713,22.826,22.355999999999998,22.723000000000003,98514601,61.465,62.03,60.723,61.836000000000006,22379281,215.49,217.76,213.49,216.8,3899987,84.166,85.831,83.954,85.50299999999999,23987993,41.593,42.07,41.075,41.89,8867509,48.501999999999995,49.29600000000001,48.333999999999996,49.108000000000004,20079717
2017-07-13,22.93,23.118000000000002,22.873,23.109,58963500,62.233000000000004,62.365,61.81,62.114,21719403,215.66,218.72,215.25,218.52,3001751,85.90799999999999,86.54899999999999,85.586,86.288,13806348,41.861999999999995,42.376000000000005,41.696000000000005,42.187,6686314,49.351000000000006,49.718999999999994,49.174,49.655,15889981
2017-07-12,22.921,23.089000000000002,22.807,22.855999999999998,73107699,61.871,62.281000000000006,61.67,62.021,18214564,214.72,217.19,214.4,215.66,2705643,85.836,86.04,85.335,85.743,14607545,42.011,42.011,41.45399999999999,41.667,11041677,49.056999999999995,49.333999999999996,48.761,49.272,13380761
2017-07-11,23.351999999999997,23.381,22.958000000000002,23.089000000000002,73867085,62.559,62.623999999999995,61.724,61.928999999999995,18393629,214.37,216.2,213.1,215.25,2891893,86.50299999999999,86.50299999999999,85.529,86.04,14298350,42.474,42.565,42.056999999999995,42.148999999999994,9122412,49.708999999999996,49.756,48.958999999999996,49.153999999999996,16477608
2017-07-10,23.201999999999998,23.454,23.127,23.362,58034618,62.735,63.058,62.503,62.698,13609693,212.72,215.61,212.41,214.17,2485470,86.66,86.829,86.27799999999999,86.37200000000001,15011629,42.583999999999996,42.848,42.445,42.622,5741685,49.592,49.843,49.424,49.646,12205594
2017-07-07,23.391,23.463,23.136999999999997,23.304000000000002,57029188,63.05,63.299,62.5,62.938,15633377,216.46,216.71,212.86,213.65,2809258,87.086,87.28299999999999,86.40899999999999,86.985,13482666,42.928000000000004,43.001999999999995,42.593999999999994,42.678000000000004,6951002,49.816,49.858999999999995,49.339,49.78,12432184
2017-07-06,23.371,23.568,23.174,23.191999999999997,89904173,63.43899999999999,63.728,62.623999999999995,62.68,19368859,216.22,218.2,213.62,215.01,3243307,86.697,87.596,86.086,86.54899999999999,17900074,42.722,43.224,42.422,42.751999999999995,11236817,49.993,50.298,49.567,49.617,16214904
2017-07-05,23.276,23.419,23.109,23.391,80938646,63.327,63.698,62.977,63.43899999999999,19186876,216.6,217.1,213.59,216.29,2920618,86.30799999999999,86.93,85.836,86.829,18899443,42.53,42.861999999999995,42.207,42.781000000000006,10612095,49.983000000000004,50.03,49.424,49.816,15767347
2017-07-03,22.958000000000002,23.381,22.939,23.164,61933132,62.317,63.86600000000001,62.317,63.263999999999996,17791195,212.9,217.24,211.9,215.55,3001374,84.863,86.64299999999999,84.72399999999999,85.96600000000001,14250491,41.70399999999999,42.651,41.685,42.269,8078533,49.843,50.413999999999994,49.751999999999995,49.816,13241180
2017-06-30,23.109,23.109,22.686,22.771,87750096,62.614,62.641000000000005,61.836000000000006,61.983999999999995,17070253,213.68,214.38,210.13,210.47,3319543,84.76700000000001,84.804,84.03,84.25200000000001,18312460,42.011,42.102,41.185,41.297,9041435,50.038999999999994,50.058,49.263000000000005,49.483999999999995,18721297
2017-06-29,23.07,23.155,22.559,22.826,160203565,62.698,62.79,61.41,62.07899999999999,44039854,216.59,216.98,211.51,212.85,5333852,85.118,85.40299999999999,83.24600000000001,84.02,30035684,42.111000000000004,42.269,41.027,41.471000000000004,16956064,49.7,50.548,49.306000000000004,49.816,36432695
2017-06-28,22.086,22.489,22.086,22.413,126166574,60.242,60.575,59.79600000000001,60.41,25804439,210.44,213.06,209.35,211.7,3659647,81.668,83.024,81.668,82.796,18866235,41.203,41.516000000000005,40.964,41.075,17060378,47.878,48.6,47.797,48.519,23418142
2017-06-27,21.68,22.15,21.587,21.842,93955513,59.536,60.111999999999995,59.324,59.526,17708634,210.41,210.94,208.22,208.92,3054097,80.84899999999999,81.98200000000001,80.657,81.163,16711042,41.092,41.481,40.925,40.983000000000004,8967836,47.352,47.915,47.248999999999995,47.476000000000006,15113936
2017-06-26,21.503,21.719,21.335,21.485,65291072,58.898999999999994,59.425,58.578,59.11,16160696,207.01,210.52,206.47,209.06,2730158,80.204,80.813,79.84,80.416,10936344,40.74,41.083999999999996,40.296,40.775999999999996,6236499,47.091,47.717,46.967,47.245,14033087
2017-06-23,21.69,21.69,21.344,21.418000000000003,90904759,59.361999999999995,59.482,58.535,58.768,17698146,209.11,209.3,205.29,205.97,4687262,80.803,81.116,79.835,80.068,20399114,41.425,41.45399999999999,40.324,40.491,17180309,47.066,47.175,46.726000000000006,46.842,24470937
2017-06-22,21.7,21.77,21.494,21.522,68777451,58.961000000000006,59.23,58.703,58.961000000000006,12233083,210.03,210.47,207.98,208.43,3523867,80.131,80.527,79.87100000000001,80.21300000000001,13213218,41.425,41.583,41.132,41.342,8361233,47.153999999999996,47.235,46.635,46.876999999999995,17201287
2017-06-21,22.046999999999997,22.123,21.655,21.71,77079987,59.205,59.556000000000004,58.943000000000005,59.157,14600740,212.97,213.32,210.49,211.02,3177395,80.637,80.697,79.973,80.306,10853924,42.12,42.192,41.528999999999996,41.621,7831129,47.751999999999995,47.762,47.153999999999996,47.31399999999999,14168724
2017-06-20,22.441,22.517,22.038,22.046999999999997,63485992,59.603,59.703,59.23,59.23,13123449,213.87,214.86,212.64,213.49,2387077,80.88600000000001,81.043,80.53699999999999,80.67699999999999,12147756,42.148999999999994,42.371,41.963,42.169,7208170,48.28,48.31,47.713,47.743,15253269
2017-06-19,22.159000000000002,22.526999999999997,22.15,22.441,62349690,59.68600000000001,60.14,59.551,59.761,14308560,211.91,215.34,211.59,214.46,3055409,80.166,81.329,80.058,81.181,17319946,41.593,42.547,41.547,42.371,9868588,48.501999999999995,48.798,48.333999999999996,48.441,17205664
2017-06-16,22.114,22.169,21.934,21.991,61103076,59.465,59.526,59.04600000000001,59.214,21091566,211.14,212.12,209.73,210.39,3958284,80.058,80.156,79.28699999999999,79.441,18302444,41.49,41.556000000000004,41.001000000000005,41.222,10111176,48.163999999999994,48.441,47.911,48.126000000000005,26284584
2017-06-15,22.105,22.475,22.028000000000002,22.096,74240350,59.603,60.185,59.26,59.407,15220933,213.22,214.67,211.29,211.71,3561461,79.502,80.26899999999999,79.493,79.798,13571207,41.222,41.778,41.166000000000004,41.418,7450760,48.261,48.626999999999995,48.056999999999995,48.136,19289843
2017-06-14,22.105,22.346,21.775,22.302,108684865,59.54600000000001,60.167,58.851000000000006,59.982,22423300,211.48,215.24,210.35,214.83,3837047,79.98100000000001,80.48,79.108,80.278,17501373,41.306000000000004,41.815,40.983000000000004,41.621,12728406,48.306000000000004,48.798,47.842,48.699,18557211
2017-06-13,22.48,22.63,22.21,22.311999999999998,72376811,60.13,60.482,59.625,59.95399999999999,20212539,211.83,215.12,211.26,212.65,2910269,80.702,80.977,80.176,80.444,13606077,41.769,42.614,41.751000000000005,41.843999999999994,10636537,48.538999999999994,48.842,48.476000000000006,48.626999999999995,20050463
2017-06-12,22.355999999999998,22.559,22.105,22.32,91357050,59.786,60.613,59.379,59.613,29610583,212.09,213.61,208.31,210.48,3566468,80.49,80.877,79.541,80.176,17387625,41.74100000000001,42.169,41.132,41.56399999999999,11189457,48.207,48.748000000000005,48.173,48.306000000000004,25496834
2017-06-09,21.794,22.215999999999998,21.784000000000002,22.215999999999998,115138639,59.167,60.001999999999995,58.861000000000004,59.732,33963414,209.43,212.3,208.41,210.97,4688938,78.822,80.242,78.709,80.156,20701169,41.111999999999995,42.031000000000006,41.111999999999995,41.621,14538754,47.208,48.181000000000004,47.153999999999996,48.048,28804027
2017-06-08,21.230999999999998,21.784000000000002,21.212,21.559,99395137,57.31100000000001,59.147,57.201,58.583,27909268,204.44,209.6,203.56,207.48,3962077,77.347,79.02600000000001,77.327,78.305,19405499,40.092,41.443999999999996,39.988,40.869,11903768,46.43899999999999,47.361000000000004,46.333999999999996,46.941,25253650
2017-06-07,20.930999999999997,21.230999999999998,20.899,21.212,70609548,56.728,57.672,56.626999999999995,57.349,17322730,204.26,206.01,203.25,204.65,2823624,76.792,77.52600000000001,76.6,77.347,14863668,39.979,40.269,39.777,40.111,6882545,46.29600000000001,46.717,46.17100000000001,46.522,19043115
2017-06-06,20.837,21.033,20.715,20.865,76328704,56.236999999999995,56.692,56.016000000000005,56.544,11607665,201.56,204.88,201.53,203.46,3048092,75.854,76.706,75.705,76.47,13221372,39.341,39.918,39.119,39.796,8471167,45.832,46.466,45.76,46.269,16649882
2017-06-05,21.061999999999998,21.305999999999997,21.014,21.033,54881214,56.573,57.248999999999995,56.497,56.766000000000005,10815403,202.1,204.68,201.73,202.93,2843047,76.176,76.97800000000001,76.12100000000001,76.313,9838736,39.434,40.221,39.341,39.751,7435350,46.181000000000004,46.602,46.14,46.19,15283200
2017-06-02,20.904,21.201999999999998,20.798000000000002,21.070999999999998,84629620,55.913000000000004,57.09,55.888999999999996,56.637,14720836,201.98,204.11,200.97,202.32,3889668,75.854,76.499,75.568,76.176,16236304,39.061,39.791,38.830999999999996,39.406,10722560,46.145,46.653,46.022,46.269,21791063
2017-06-01,21.1,21.248,20.930999999999997,21.239,74075944,56.433,56.617,55.761,56.608000000000004,15020377,201.66,204.8,199.9,203.94,4270440,76.01,76.582,75.264,76.562,18564178,38.907,39.602,38.693000000000005,39.489000000000004,10417224,46.022,46.626999999999995,45.601000000000006,46.512,23491904
2017-05-31,21.381999999999998,21.4,20.734,21.033,147690519,57.082,57.09,55.488,56.108000000000004,25014925,206.99,207.05,198.83,200.36,8774486,77.179,77.265,75.249,75.723,30710187,39.101,39.101,38.062,38.683,14716847,46.644,46.662,45.396,45.672,34190187
2017-05-30,21.639,21.713,21.404,21.432,65107488,57.268,57.523,57.006,57.128,13594497,210.4,210.97,206.77,207.17,3261998,78.473,78.49,77.22800000000001,77.337,13660379,39.464,39.592,38.971,39.181999999999995,6863323,46.583,46.885,46.35,46.583,21698310
2017-05-26,21.732,21.91,21.675,21.741,53764073,57.339,57.766000000000005,57.138000000000005,57.526,11706169,209.86,211.96,209.06,211.27,1884352,78.453,78.867,78.37100000000001,78.682,8793855,39.341,39.821999999999996,39.332,39.702,5714473,47.001000000000005,47.163999999999994,46.769,46.806000000000004,15947002
2017-05-25,21.9,22.06,21.723000000000003,21.749000000000002,64545520,57.695,58.102,57.25899999999999,57.415,14422206,212.11,213.12,210.14,210.31,2792019,79.263,79.346,78.426,78.67399999999999,13276165,39.693000000000005,39.821999999999996,39.376999999999995,39.507,5462864,47.556999999999995,47.556999999999995,46.951,47.135,18635750
2017-05-24,21.928,21.956,21.723000000000003,21.855,63176932,57.31100000000001,57.868,57.145,57.71,17406463,207.95,212.11,207.43,211.56,4396294,79.163,79.245,78.572,79.008,10757140,39.259,39.611,39.2,39.507,7104158,47.77,47.878,47.157,47.413000000000004,12715955
2017-05-23,21.546,21.984,21.368000000000002,21.881,84243995,56.617,57.415,56.285,57.192,13393200,204.15,208.71,202.89,207.6,3496539,78.12,79.33800000000001,77.90100000000001,79.051,12746298,38.47,39.521,38.302,39.312,11591074,47.342,47.833,47.199,47.681000000000004,13158667
2017-05-22,21.694000000000003,21.741,21.349,21.555999999999997,79807690,56.913999999999994,57.045,56.276,56.59,12669215,205.47,205.72,203.61,204.2,2646086,78.517,78.619,77.623,78.075,12613846,38.971,39.080999999999996,38.455,38.609,7255621,47.574,47.618,46.885,47.342,15599693
2017-05-19,21.432,21.798000000000002,21.395,21.563000000000002,94547358,55.989,57.244,55.82899999999999,56.626999999999995,21851456,203.09,205.85,202.3,203.6,3958129,77.623,78.665,77.568,78.149,14525423,38.544000000000004,39.129,38.332,38.74,11296010,46.951,47.636,46.788000000000004,47.386,18856950
2017-05-18,21.151,21.517,21.049,21.274,115893692,55.356,56.165,54.773999999999994,55.681000000000004,27127635,202.3,205.69,202.16,203.37,5070012,77.494,78.167,76.84,77.39399999999999,25330618,37.997,38.808,37.923,38.285,15644054,46.717,47.297,46.394,46.778999999999996,22159657
2017-05-17,21.863000000000003,21.936999999999998,21.01,21.116,203081020,56.905,57.424,55.303000000000004,55.591,35866399,209.59,210.0,201.45,202.03,7949151,79.374,79.631,77.403,77.678,26758186,39.295,39.385999999999996,37.469,37.971,24678653,46.476000000000006,47.019,46.129,46.653,37142398
2017-05-16,22.518,22.611,22.397,22.441999999999997,59405333,56.99,57.997,56.886,57.915,22856949,213.11,214.39,212.11,213.25,1807239,80.527,81.20100000000001,80.508,80.758,10616882,40.349000000000004,40.444,40.12,40.202,7425628,47.69,47.726000000000006,47.287,47.566,14163325
2017-05-15,22.508000000000003,22.583000000000002,22.433000000000003,22.508000000000003,53962839,56.738,57.183,56.617,56.924,15945663,210.91,214.15,210.63,212.81,2602980,80.288,80.64699999999999,80.068,80.508,9572946,39.684,40.425,39.669000000000004,40.25,10703118,47.386,47.70399999999999,47.352,47.618,16988836
2017-05-12,22.377,22.451999999999998,22.218000000000004,22.451999999999998,66847154,55.94,56.626999999999995,55.8,56.598,16606537,211.23,212.19,210.32,210.6,2286330,79.9,80.24,79.58800000000001,80.122,9478278,39.489000000000004,39.629,39.259,39.602,6288718,47.601000000000006,47.618,46.922,47.352,33144710
2017-05-11,22.541,22.669,22.304000000000002,22.518,73025156,55.839,56.455,55.533,56.256,17601765,212.06,212.78,209.99,212.46,2581696,80.278,80.637,79.597,80.34100000000001,11824816,39.830999999999996,40.037,39.332,39.731,6840983,48.476000000000006,48.6,47.386,47.994,36029012
2017-05-10,22.366999999999997,22.611,22.33,22.592,51803099,55.701,56.2,55.608999999999995,55.949,12523662,211.2,213.02,210.84,212.58,2780952,79.76,80.637,79.708,80.592,9032250,39.665,40.033,39.545,39.945,7950009,48.608000000000004,49.038000000000004,48.548,48.868,17781965
2017-05-09,22.480999999999998,22.741,22.33,22.433000000000003,65705815,56.208999999999996,56.573,55.67100000000001,55.82,14213991,213.14,214.14,210.71,211.5,2268886,80.435,80.967,79.733,79.964,11128215,39.899,40.166,39.545,39.693000000000005,6546950,49.243,49.449,48.626999999999995,48.833,16094876
2017-05-08,22.218000000000004,22.508000000000003,22.218000000000004,22.415,59819429,55.748000000000005,56.285,55.72,56.07,9124593,214.32,214.9,212.3,212.72,2450864,80.232,80.49,79.869,80.288,8854321,39.988,40.138000000000005,39.786,39.87,7738804,49.226000000000006,49.376999999999995,48.896,49.153999999999996,15948129
